project_id,project_type,state,district,land_area_hectares,affected_families,documentation_completeness,approval_progress,compensation_progress,legal_dispute_count,pending_notifications,ownership_conflict_count,rehabilitation_progress,stakeholder_responsiveness,department_coordination_score,possession_progress,current_stage,days_elapsed,target_duration_days
LA-00828,Highway,Uttar Pradesh,Agra,28.25,87,68.14,60.08,64.91,2,2,0,64.9,76.62,62.75,59.81,Rehabilitation,410,536
LA-00635,Irrigation,Telangana,Nizamabad,5.0,59,77.0,64.58,100.0,0,1,1,71.79,75.0,86.21,76.76,Valuation,378,453
LA-02342,Industrial,Rajasthan,Udaipur,14.17,128,70.16,67.74,69.47,3,1,0,81.42,47.24,69.78,65.59,Valuation,617,554
LA-00343,Power,Gujarat,Ahmedabad,6.5,101,78.89,71.54,77.04,5,3,3,94.05,87.61,100.0,82.8,Possession,325,550
LA-01770,Industrial,Maharashtra,Aurangabad,6.1,126,88.68,42.02,58.26,3,1,0,10.1,86.01,100.0,46.57,Possession,336,580
LA-00140,Irrigation,Tamil Nadu,Tiruchirappalli,6.36,149,74.5,69.11,37.29,5,1,5,100.0,39.98,71.01,61.19,Notification,492,669
LA-01420,Urban Development,Maharashtra,Nashik,14.51,215,81.8,31.89,16.64,2,4,4,77.53,100.0,75.56,51.88,Rehabilitation,547,563
LA-02184,Urban Development,Maharashtra,Nashik,5.0,89,68.78,100.0,71.96,2,0,2,31.76,34.19,89.29,77.89,Possession,266,405
LA-00773,Railway,Uttar Pradesh,Agra,5.0,99,98.74,83.89,89.36,2,4,0,46.96,71.79,88.59,75.84,Compensation,355,513
LA-01818,Industrial,Karnataka,Belagavi,11.53,56,89.09,82.37,58.51,5,0,0,100.0,99.23,78.25,81.33,Valuation,200,452
LA-02047,Highway,Telangana,Karimnagar,12.39,110,72.72,73.08,100.0,3,5,1,53.24,100.0,90.27,93.52,Notification,613,641
LA-01351,Railway,Gujarat,Kutch,7.65,45,76.07,48.41,63.12,1,2,3,62.13,100.0,64.5,54.79,Possession,283,478
LA-00227,Irrigation,Maharashtra,Nashik,5.0,150,63.45,70.71,78.35,2,4,2,20.85,44.52,55.8,69.38,Compensation,385,619
LA-02201,Power,Gujarat,Kutch,5.42,137,83.13,74.88,87.63,5,0,4,27.36,73.64,82.63,72.4,Rehabilitation,190,549
LA-02500,Irrigation,Gujarat,Rajkot,20.58,38,74.48,36.89,40.63,1,2,1,98.86,45.99,64.53,65.76,Rehabilitation,299,541
LA-00688,Railway,Maharashtra,Nashik,5.0,106,83.78,100.0,58.21,3,6,2,71.7,83.85,78.25,84.79,Rehabilitation,325,567
LA-02126,Power,Gujarat,Rajkot,6.49,95,66.42,68.48,23.14,3,2,3,47.74,63.09,60.14,47.61,Compensation,441,589
LA-00760,Urban Development,Tamil Nadu,Tiruchirappalli,10.46,124,77.71,59.5,24.01,2,3,2,73.0,52.57,49.65,41.82,Compensation,530,561
LA-01509,Highway,Madhya Pradesh,Ujjain,5.0,11,59.34,85.16,57.29,1,2,0,100.0,79.06,91.57,63.39,Compensation,280,452
LA-01595,Power,Telangana,Nizamabad,7.27,86,89.25,65.14,47.69,0,1,2,15.37,85.12,90.01,47.51,Rehabilitation,484,473
LA-00934,Highway,Telangana,Warangal,5.0,53,65.13,35.52,89.88,0,1,0,71.63,83.39,62.5,62.45,Compensation,594,544
LA-00222,Railway,Gujarat,Rajkot,5.0,45,63.66,74.44,65.71,1,3,0,60.14,85.17,84.56,64.9,Possession,310,444
LA-00530,Irrigation,Gujarat,Kutch,9.67,151,50.57,68.8,28.3,4,4,2,2.88,53.32,51.18,39.71,Rehabilitation,663,562
LA-02046,Highway,Maharashtra,Pune,5.41,128,64.14,87.36,53.75,5,3,2,19.23,25.99,61.3,61.38,Possession,561,628
LA-01851,Railway,Madhya Pradesh,Bhopal,8.25,142,68.57,54.91,79.3,2,2,1,89.02,73.67,91.92,76.58,Notification,414,496
LA-00075,Urban Development,Madhya Pradesh,Ujjain,32.75,194,100.0,89.13,50.25,3,4,2,79.87,51.13,67.57,78.31,Possession,371,529
LA-01767,Power,Madhya Pradesh,Jabalpur,9.87,80,76.77,48.33,23.03,3,7,0,81.31,53.98,48.79,47.31,Compensation,435,512
LA-01935,Railway,Madhya Pradesh,Bhopal,5.0,82,40.79,80.96,78.43,0,5,1,20.82,58.37,59.83,68.4,Compensation,286,510
LA-00573,Irrigation,Gujarat,Rajkot,5.89,147,88.98,84.08,83.58,5,1,3,70.1,51.64,72.21,76.38,Compensation,419,559
LA-02321,Irrigation,Telangana,Karimnagar,5.0,68,55.76,73.25,60.47,1,2,0,50.35,49.73,77.57,56.22,Valuation,405,441
LA-00183,Railway,Uttar Pradesh,Varanasi,5.0,20,42.72,68.28,60.69,0,1,1,52.16,50.18,75.75,64.75,Rehabilitation,252,435
LA-00402,Power,Gujarat,Rajkot,7.15,230,89.5,61.81,40.77,8,0,5,14.87,47.5,43.42,58.31,Possession,471,648
LA-00780,Highway,Tamil Nadu,Madurai,6.98,53,48.71,55.16,63.57,2,1,0,0.0,57.7,90.57,66.79,Notification,226,408
LA-02051,Industrial,Gujarat,Ahmedabad,5.0,1,58.87,100.0,74.93,0,2,0,84.0,89.58,100.0,93.79,Rehabilitation,417,533
LA-01052,Industrial,Karnataka,Bengaluru,5.73,48,64.03,62.24,72.13,0,2,3,76.37,89.84,74.28,67.36,Compensation,453,481
LA-01389,Railway,Maharashtra,Pune,14.66,48,44.92,62.8,38.98,1,4,1,18.52,31.16,60.36,33.4,Valuation,354,474
LA-01159,Power,Gujarat,Kutch,6.45,198,54.88,49.1,94.9,4,1,3,22.64,71.88,80.58,61.6,Rehabilitation,460,652
LA-02305,Power,Tamil Nadu,Madurai,5.0,156,70.43,81.84,68.45,0,1,1,81.9,20.59,64.39,70.94,Compensation,258,460
LA-01233,Power,Maharashtra,Nashik,5.0,59,95.11,51.31,78.2,1,3,1,48.05,71.95,97.76,66.08,Rehabilitation,434,496
LA-01670,Urban Development,Telangana,Warangal,18.02,54,73.59,52.03,22.74,1,2,5,100.0,65.0,93.58,68.18,Possession,247,447
LA-02137,Highway,Tamil Nadu,Tiruchirappalli,26.7,135,100.0,19.26,67.12,5,3,2,59.38,80.77,56.44,60.31,Rehabilitation,413,646
LA-02057,Highway,Gujarat,Vadodara,10.79,153,98.9,61.64,78.96,2,2,5,55.64,91.76,76.36,74.81,Notification,418,608
LA-00313,Highway,Rajasthan,Kota,11.68,45,53.91,36.63,59.25,1,1,1,35.6,78.35,61.01,49.0,Notification,569,580
LA-02438,Industrial,Karnataka,Belagavi,6.52,1,80.18,74.74,52.02,0,3,0,27.15,76.14,68.73,57.56,Valuation,434,452
LA-02239,Power,Gujarat,Kutch,18.96,100,50.17,88.28,94.0,3,4,3,29.36,58.71,100.0,83.29,Notification,426,405
LA-01792,Railway,Madhya Pradesh,Ujjain,5.0,42,82.7,84.96,89.77,2,2,2,51.52,74.21,42.53,64.86,Notification,344,444
LA-01415,Railway,Gujarat,Vadodara,38.22,87,92.12,34.57,98.55,1,5,2,11.19,56.46,77.0,69.64,Notification,420,497
LA-00074,Power,Madhya Pradesh,Gwalior,23.5,152,67.63,67.32,64.32,3,4,4,41.16,80.97,42.54,68.93,Notification,628,551
LA-00392,Irrigation,Karnataka,Mangaluru,44.85,121,79.18,76.85,42.98,4,2,1,53.75,75.41,81.04,59.19,Valuation,485,618
LA-00076,Highway,Maharashtra,Aurangabad,5.0,65,61.69,62.56,87.95,0,2,0,100.0,98.86,60.5,81.53,Possession,256,369
LA-00352,Highway,Karnataka,Mangaluru,25.64,27,49.78,100.0,100.0,0,1,1,33.1,67.83,51.3,88.63,Rehabilitation,371,499
LA-00704,Railway,Karnataka,Mysuru,9.51,94,100.0,64.54,45.53,4,3,4,62.64,35.53,45.9,59.79,Compensation,415,622
LA-00722,Irrigation,Maharashtra,Nashik,5.0,78,94.1,55.06,45.38,1,0,0,89.68,58.75,64.06,76.99,Valuation,482,560
LA-00807,Railway,Gujarat,Ahmedabad,5.0,3,71.76,92.46,78.43,1,1,1,59.96,70.18,50.77,71.23,Rehabilitation,202,457
LA-00380,Highway,Maharashtra,Thane,6.34,17,72.56,72.89,23.66,0,1,0,39.99,54.4,77.7,67.64,Possession,236,561
LA-01551,Railway,Karnataka,Mysuru,9.26,146,83.99,66.42,46.73,6,3,2,40.02,81.53,76.51,59.91,Notification,582,567
LA-01484,Industrial,Uttar Pradesh,Lucknow,31.57,107,85.98,100.0,75.58,2,3,3,34.03,53.64,66.2,85.36,Valuation,411,478
LA-00932,Highway,Uttar Pradesh,Lucknow,5.0,114,74.07,86.04,41.86,6,4,4,56.13,66.6,34.42,42.16,Compensation,853,760
LA-01882,Urban Development,Telangana,Hyderabad,20.61,230,77.99,93.56,63.65,7,4,5,40.42,100.0,56.25,70.14,Valuation,563,718
LA-00047,Power,Tamil Nadu,Salem,25.85,98,68.56,100.0,32.14,2,1,2,7.23,81.0,68.21,71.02,Possession,206,483
LA-01844,Railway,Maharashtra,Aurangabad,8.74,96,50.26,73.73,48.84,3,2,1,63.63,86.1,67.81,61.44,Rehabilitation,432,598
LA-01315,Railway,Rajasthan,Jaipur,23.8,106,66.63,87.05,76.39,1,5,1,40.28,40.73,56.22,66.47,Notification,465,470
LA-00495,Irrigation,Karnataka,Belagavi,6.19,140,80.41,96.64,91.42,2,1,2,29.41,51.66,86.03,83.24,Valuation,308,432
LA-01037,Urban Development,Maharashtra,Nagpur,14.02,139,57.01,100.0,68.7,5,1,1,100.0,89.7,63.61,87.55,Notification,367,575
LA-01704,Highway,Karnataka,Mysuru,6.1,97,70.09,61.09,51.54,0,4,0,95.26,68.91,47.23,62.26,Rehabilitation,362,415
LA-00077,Urban Development,Tamil Nadu,Madurai,11.14,59,58.11,12.55,63.39,2,2,3,100.0,66.0,66.33,48.8,Valuation,368,466
LA-01594,Industrial,Maharashtra,Thane,8.47,118,57.86,73.57,57.19,0,2,3,39.53,69.7,65.54,64.11,Notification,333,530
LA-02208,Irrigation,Madhya Pradesh,Gwalior,16.41,87,82.55,82.09,69.85,4,2,2,39.6,78.43,72.23,64.88,Notification,407,582
LA-00432,Industrial,Rajasthan,Jaipur,9.43,50,70.18,72.64,45.22,3,2,1,34.38,48.44,67.25,60.97,Possession,438,631
LA-02458,Power,Madhya Pradesh,Jabalpur,24.18,162,86.05,17.68,40.45,3,2,3,83.9,56.86,63.97,43.98,Rehabilitation,389,560
LA-00614,Industrial,Gujarat,Rajkot,8.21,84,65.31,53.63,46.3,3,5,1,66.12,91.87,77.14,66.27,Rehabilitation,346,543
LA-01722,Railway,Gujarat,Ahmedabad,5.0,119,81.48,56.37,46.52,1,3,1,85.76,76.92,64.82,62.46,Compensation,251,490
LA-02004,Railway,Maharashtra,Nagpur,25.54,114,23.23,70.06,81.32,3,3,3,5.37,68.66,68.27,58.7,Possession,568,628
LA-01072,Industrial,Maharashtra,Aurangabad,6.64,81,48.23,59.05,19.98,0,3,1,48.18,49.03,85.05,51.79,Rehabilitation,281,433
LA-01749,Industrial,Telangana,Karimnagar,5.0,76,75.42,68.77,62.62,2,7,0,35.86,34.73,76.49,58.86,Notification,359,495
LA-00233,Irrigation,Uttar Pradesh,Varanasi,5.0,109,86.62,68.85,33.3,2,2,2,43.01,40.22,75.4,55.12,Notification,415,558
LA-01730,Irrigation,Madhya Pradesh,Indore,5.94,99,80.67,47.33,56.7,2,4,2,64.06,70.13,70.59,52.16,Valuation,416,459
LA-00248,Urban Development,Telangana,Karimnagar,11.04,84,91.7,71.51,41.45,2,3,2,65.92,48.09,56.77,49.22,Compensation,338,508
LA-00337,Irrigation,Maharashtra,Nagpur,5.0,76,81.92,53.22,50.27,0,3,0,41.71,60.01,69.88,59.62,Possession,524,611
LA-01464,Power,Rajasthan,Udaipur,10.42,56,77.45,96.33,45.76,1,4,1,49.26,61.85,68.77,71.35,Valuation,514,495
LA-01564,Railway,Rajasthan,Kota,34.59,104,68.5,98.18,39.31,4,5,3,67.43,69.75,84.56,68.9,Notification,471,558
LA-01220,Irrigation,Maharashtra,Aurangabad,5.0,56,78.94,68.43,69.08,0,4,0,82.63,79.86,58.52,75.52,Valuation,401,527
LA-00897,Highway,Gujarat,Surat,47.18,77,99.85,71.09,50.73,2,0,4,28.3,66.05,100.0,72.8,Possession,433,617
LA-00997,Industrial,Telangana,Karimnagar,5.0,82,73.4,56.09,62.56,4,3,2,35.23,38.09,78.14,65.8,Notification,531,592
LA-00104,Industrial,Madhya Pradesh,Bhopal,7.48,79,87.3,46.38,88.52,2,0,2,77.17,82.36,87.66,70.03,Rehabilitation,303,392
LA-00651,Highway,Rajasthan,Jodhpur,5.0,121,52.41,78.03,56.25,4,4,2,36.09,70.79,71.0,66.44,Valuation,403,543
LA-00018,Irrigation,Madhya Pradesh,Jabalpur,8.7,59,81.94,41.04,33.04,2,2,0,42.76,63.73,57.72,47.15,Notification,567,590
LA-02203,Urban Development,Uttar Pradesh,Varanasi,5.56,107,54.82,71.43,63.3,3,2,2,54.97,88.98,80.65,69.83,Possession,592,634
LA-00282,Irrigation,Tamil Nadu,Salem,10.53,222,73.61,80.2,49.71,8,3,2,67.09,63.24,26.16,65.47,Valuation,483,630
LA-02241,Urban Development,Telangana,Warangal,5.0,124,93.15,99.83,31.65,1,4,1,35.94,62.59,49.12,60.24,Possession,490,540
LA-01414,Irrigation,Telangana,Karimnagar,5.0,69,75.14,58.04,64.81,2,5,5,49.79,87.35,78.13,55.48,Notification,501,533
LA-00686,Railway,Telangana,Warangal,5.0,82,70.5,72.02,59.87,1,3,1,26.42,71.63,67.34,74.28,Valuation,385,576
LA-01204,Urban Development,Rajasthan,Jaipur,5.0,73,61.91,85.52,56.64,2,2,2,56.77,65.99,56.77,71.23,Valuation,146,441
LA-01186,Highway,Madhya Pradesh,Ujjain,6.67,47,73.42,39.41,90.35,0,1,0,90.47,86.75,78.98,65.77,Compensation,189,545
LA-02337,Highway,Rajasthan,Udaipur,5.0,93,73.08,100.0,84.07,1,3,2,68.18,78.89,44.44,79.85,Notification,202,432
LA-00637,Urban Development,Madhya Pradesh,Gwalior,6.3,167,67.98,74.68,69.4,5,6,2,33.07,47.93,43.32,71.91,Possession,524,642
LA-00681,Urban Development,Telangana,Hyderabad,6.34,2,55.46,43.15,74.61,2,2,1,76.07,81.56,71.32,59.45,Notification,373,436
LA-02446,Irrigation,Maharashtra,Nagpur,9.19,120,73.5,84.95,55.4,5,6,5,91.82,30.68,69.92,70.43,Notification,455,559
LA-02244,Highway,Tamil Nadu,Chennai,5.0,78,73.74,65.96,84.72,1,1,3,84.38,100.0,59.02,82.27,Rehabilitation,236,510
LA-01644,Industrial,Uttar Pradesh,Agra,13.92,125,84.56,45.23,100.0,1,3,0,84.69,61.92,47.84,59.23,Rehabilitation,436,481
LA-01540,Power,Rajasthan,Udaipur,5.0,175,81.7,93.64,41.68,3,3,2,60.28,80.32,55.47,53.56,Valuation,519,564
LA-00089,Power,Tamil Nadu,Coimbatore,6.27,77,96.44,58.45,74.56,2,1,0,100.0,70.07,31.08,70.96,Compensation,379,584
LA-02327,Railway,Maharashtra,Aurangabad,9.19,16,62.45,87.13,90.92,1,3,0,37.66,68.5,78.31,71.92,Compensation,382,496
LA-02176,Irrigation,Telangana,Hyderabad,9.15,93,75.65,100.0,53.78,4,2,1,42.55,50.37,41.94,69.55,Compensation,384,610
LA-01042,Irrigation,Madhya Pradesh,Indore,5.0,177,99.85,72.73,95.18,3,6,2,68.47,100.0,73.74,63.37,Notification,352,584
LA-01649,Highway,Tamil Nadu,Salem,6.22,83,85.91,89.33,86.92,1,1,1,54.31,77.39,88.42,70.51,Possession,502,508
LA-01041,Highway,Uttar Pradesh,Kanpur,15.59,72,67.37,64.4,87.79,1,1,1,36.23,75.14,45.46,54.45,Rehabilitation,458,489
LA-02454,Irrigation,Telangana,Karimnagar,7.18,130,94.75,66.14,100.0,4,0,6,66.18,81.8,99.12,89.83,Possession,184,532
LA-01590,Irrigation,Madhya Pradesh,Bhopal,5.02,1,92.26,62.54,51.97,0,4,0,78.07,65.14,54.23,61.35,Notification,400,510
LA-01281,Irrigation,Rajasthan,Ajmer,21.69,60,55.22,49.51,75.72,0,3,2,48.12,57.46,86.53,60.17,Compensation,306,407
LA-02410,Industrial,Telangana,Warangal,6.01,24,100.0,98.9,50.09,1,3,0,57.65,32.15,84.22,75.84,Rehabilitation,602,549
LA-00178,Industrial,Tamil Nadu,Coimbatore,19.75,97,100.0,52.8,100.0,1,6,2,69.09,75.56,71.31,80.76,Rehabilitation,362,443
LA-00354,Industrial,Gujarat,Ahmedabad,5.0,119,93.91,78.73,72.83,6,1,6,65.87,59.66,64.15,74.59,Valuation,250,624
LA-01631,Highway,Uttar Pradesh,Prayagraj,8.34,154,88.46,38.03,43.86,3,5,3,36.19,76.7,47.74,44.52,Valuation,554,575
LA-00794,Highway,Rajasthan,Jaipur,5.0,98,74.63,77.09,60.52,4,3,2,40.3,45.88,67.26,66.76,Possession,389,601
LA-01894,Power,Uttar Pradesh,Varanasi,23.28,139,71.59,75.31,66.14,3,1,2,85.77,76.49,97.93,75.59,Possession,232,597
LA-01990,Irrigation,Madhya Pradesh,Gwalior,10.49,118,90.37,97.31,64.63,0,0,3,61.39,84.38,80.76,66.21,Valuation,420,470
LA-00971,Railway,Gujarat,Surat,16.7,93,58.22,66.64,52.84,0,1,1,78.65,85.96,83.42,66.8,Notification,469,552
LA-01273,Irrigation,Uttar Pradesh,Kanpur,18.16,181,67.44,90.63,92.34,3,2,2,48.31,76.44,29.26,88.47,Possession,266,667
LA-01814,Power,Telangana,Warangal,18.79,67,63.96,79.16,30.43,0,3,2,60.83,51.85,87.44,49.67,Possession,470,538
LA-02222,Industrial,Karnataka,Bengaluru,45.71,161,78.82,71.13,66.43,1,4,4,69.99,69.49,82.6,69.86,Possession,227,519
LA-01523,Highway,Maharashtra,Aurangabad,12.6,101,66.51,67.71,39.39,1,1,0,57.15,37.0,75.93,59.83,Possession,288,590
LA-00031,Highway,Telangana,Karimnagar,13.54,44,92.78,97.11,73.1,0,1,2,100.0,81.09,69.0,87.71,Possession,476,414
LA-01638,Railway,Karnataka,Mysuru,5.87,81,83.43,44.65,37.71,4,4,2,19.26,64.78,77.19,45.58,Rehabilitation,556,628
LA-00904,Railway,Telangana,Nizamabad,5.0,107,49.88,92.19,38.94,1,3,3,52.62,92.88,51.1,59.92,Compensation,401,520
LA-00515,Urban Development,Madhya Pradesh,Jabalpur,5.67,8,83.28,47.7,46.55,0,0,0,31.42,54.3,100.0,61.38,Possession,396,504
LA-01826,Industrial,Rajasthan,Udaipur,5.64,70,73.99,36.25,47.32,2,1,0,59.37,93.33,55.33,60.33,Valuation,510,570
LA-02174,Industrial,Rajasthan,Jaipur,5.0,11,96.6,62.1,83.94,0,2,0,58.19,31.12,69.36,70.34,Possession,409,412
LA-00073,Railway,Maharashtra,Thane,5.0,102,99.05,70.43,70.79,2,5,1,100.0,84.57,53.32,87.0,Notification,337,505
LA-00646,Irrigation,Gujarat,Kutch,5.52,60,39.71,66.22,60.56,1,4,0,54.6,55.45,94.84,67.57,Possession,509,546
LA-01719,Urban Development,Madhya Pradesh,Gwalior,5.0,59,83.3,87.63,45.64,3,2,0,71.1,57.48,78.32,69.39,Valuation,392,573
LA-02059,Power,Telangana,Khammam,12.13,111,65.05,50.65,56.54,4,2,3,20.6,49.96,48.98,53.43,Rehabilitation,487,591
LA-02468,Highway,Karnataka,Mangaluru,5.0,75,88.87,99.02,62.34,2,3,0,30.09,59.04,60.4,68.7,Rehabilitation,330,554
LA-00015,Power,Madhya Pradesh,Jabalpur,25.39,160,75.82,60.69,65.29,3,1,5,100.0,81.74,71.28,75.34,Notification,356,583
LA-00027,Irrigation,Telangana,Khammam,6.1,36,68.19,85.11,75.02,2,2,0,36.54,73.6,20.66,58.92,Rehabilitation,238,483
LA-00625,Urban Development,Madhya Pradesh,Gwalior,5.91,92,79.66,64.81,45.69,1,4,4,33.96,53.61,58.75,63.31,Valuation,487,511
LA-02171,Highway,Maharashtra,Pune,30.01,133,100.0,82.66,69.25,2,3,2,45.5,45.62,79.63,83.39,Possession,447,567
LA-02219,Railway,Gujarat,Kutch,5.41,28,78.4,70.83,21.49,0,1,1,42.56,29.75,60.71,52.36,Possession,322,561
LA-00986,Irrigation,Uttar Pradesh,Agra,5.0,109,78.5,82.67,77.49,4,2,2,11.52,45.2,77.76,67.97,Valuation,528,625
LA-00566,Power,Rajasthan,Jaipur,5.0,90,14.12,80.07,31.94,1,2,1,15.17,28.24,52.17,39.52,Compensation,562,627
LA-00905,Railway,Rajasthan,Jaipur,14.65,147,86.58,58.84,47.53,2,4,4,50.12,98.66,87.79,70.38,Possession,311,541
LA-02182,Industrial,Maharashtra,Aurangabad,19.89,200,80.7,81.57,13.52,2,2,2,62.7,64.54,91.37,62.4,Notification,410,514
LA-00221,Urban Development,Karnataka,Bengaluru,9.94,108,76.29,68.85,73.03,3,0,2,54.45,57.25,81.8,62.44,Notification,416,655
LA-01005,Irrigation,Tamil Nadu,Madurai,13.97,74,64.21,84.89,78.06,4,2,2,65.22,72.53,100.0,73.52,Possession,470,544
LA-01092,Power,Rajasthan,Jodhpur,6.19,80,79.59,49.71,52.34,1,2,0,37.68,43.5,82.51,54.09,Notification,393,426
LA-01958,Railway,Tamil Nadu,Salem,6.42,92,100.0,53.85,40.55,2,1,1,72.02,52.86,77.22,51.67,Compensation,280,479
LA-00531,Irrigation,Madhya Pradesh,Indore,9.01,82,73.23,59.42,65.51,1,2,3,85.49,52.89,100.0,67.77,Possession,492,571
LA-00900,Urban Development,Maharashtra,Nagpur,5.0,28,52.13,83.91,80.71,1,2,0,50.09,94.43,90.72,76.48,Compensation,297,436
LA-00329,Railway,Uttar Pradesh,Lucknow,77.35,116,48.92,62.14,29.5,2,0,1,24.18,57.88,66.77,52.52,Notification,427,555
LA-00720,Industrial,Uttar Pradesh,Agra,5.0,161,68.51,66.27,45.4,3,2,5,57.69,81.28,88.99,59.79,Notification,430,514
LA-01333,Irrigation,Telangana,Warangal,9.6,86,100.0,100.0,100.0,2,1,1,55.77,36.73,50.42,85.38,Notification,321,594
LA-01257,Industrial,Madhya Pradesh,Jabalpur,20.93,76,74.82,78.26,22.34,1,4,0,73.1,69.71,86.15,59.92,Rehabilitation,289,442
LA-00170,Urban Development,Tamil Nadu,Chennai,5.0,98,68.93,94.42,44.71,3,2,2,100.0,33.05,52.62,83.28,Rehabilitation,220,508
LA-01701,Industrial,Tamil Nadu,Salem,5.0,105,40.86,79.18,72.79,4,2,1,18.62,68.74,70.62,56.72,Compensation,380,543
LA-02310,Railway,Telangana,Warangal,11.36,22,65.12,68.24,46.9,1,2,1,100.0,71.14,51.94,55.72,Valuation,503,504
LA-00356,Irrigation,Tamil Nadu,Chennai,7.3,16,74.09,66.88,62.56,0,2,0,28.19,82.08,61.78,62.81,Notification,97,491
LA-01928,Irrigation,Telangana,Khammam,8.22,165,87.07,63.1,94.22,7,2,4,29.43,70.83,71.96,68.83,Compensation,403,699
LA-01242,Railway,Uttar Pradesh,Varanasi,18.16,97,65.92,42.18,35.62,2,3,2,51.05,100.0,54.59,39.88,Notification,511,425
LA-01907,Irrigation,Gujarat,Rajkot,7.65,83,68.02,78.26,39.53,1,1,0,67.36,99.89,93.18,58.36,Rehabilitation,314,484
LA-02058,Highway,Rajasthan,Udaipur,17.98,79,91.96,100.0,51.73,0,3,3,57.89,48.19,55.13,67.14,Rehabilitation,443,504
LA-00113,Railway,Karnataka,Bengaluru,5.43,87,100.0,100.0,77.35,5,4,1,55.6,89.16,86.88,89.65,Rehabilitation,133,574
LA-00271,Irrigation,Karnataka,Belagavi,10.16,70,100.0,74.61,54.17,1,1,0,68.1,48.4,34.77,59.99,Compensation,277,517
LA-01112,Highway,Gujarat,Rajkot,5.0,1,74.62,70.65,58.88,0,3,0,68.07,58.46,77.39,58.84,Valuation,430,425
LA-00775,Railway,Uttar Pradesh,Agra,17.69,102,93.71,58.99,25.1,2,4,1,74.03,81.38,62.42,56.24,Notification,386,511
LA-01421,Irrigation,Telangana,Warangal,5.0,110,71.27,86.4,72.88,0,4,5,35.94,100.0,44.94,76.09,Valuation,482,550
LA-02345,Industrial,Gujarat,Surat,7.49,86,77.55,83.77,84.57,2,2,0,90.35,77.1,63.89,76.85,Valuation,271,487
LA-01700,Urban Development,Madhya Pradesh,Indore,23.13,83,72.91,81.64,69.55,3,0,2,63.34,66.38,60.28,87.18,Valuation,279,608
LA-01404,Railway,Tamil Nadu,Chennai,5.28,82,64.11,36.3,66.34,1,3,1,63.36,78.54,64.38,52.8,Compensation,299,465
LA-01884,Urban Development,Karnataka,Belagavi,8.19,154,78.54,41.99,63.72,4,2,5,48.44,74.8,50.47,67.33,Compensation,257,589
LA-02065,Railway,Maharashtra,Nagpur,17.94,54,66.41,74.98,74.19,2,1,2,55.24,74.66,92.32,68.98,Rehabilitation,458,536
LA-02096,Industrial,Maharashtra,Pune,5.0,13,48.03,64.27,71.0,1,4,0,32.93,78.53,87.74,63.24,Possession,297,466
LA-01961,Urban Development,Telangana,Nizamabad,5.0,73,75.25,96.35,83.26,4,6,0,65.58,67.7,85.99,85.65,Compensation,396,579
LA-02168,Highway,Uttar Pradesh,Lucknow,10.67,128,67.7,65.42,100.0,1,2,6,51.9,92.31,100.0,99.1,Compensation,315,521
LA-01978,Irrigation,Madhya Pradesh,Indore,10.45,205,65.11,55.17,80.93,7,5,5,74.9,81.4,69.08,58.74,Rehabilitation,560,662
LA-00856,Industrial,Maharashtra,Thane,30.26,100,64.09,100.0,75.58,3,2,3,37.35,44.58,44.32,65.69,Compensation,456,567
LA-01183,Railway,Rajasthan,Udaipur,16.92,182,89.53,45.31,56.4,3,4,1,74.3,66.96,45.87,72.34,Compensation,338,590
LA-00167,Highway,Madhya Pradesh,Indore,5.0,66,69.21,59.04,52.16,1,3,1,56.74,70.53,56.78,65.93,Compensation,425,509
LA-01753,Power,Maharashtra,Pune,5.55,62,55.02,84.52,54.57,0,5,0,2.89,100.0,31.23,40.58,Rehabilitation,528,417
LA-01568,Railway,Maharashtra,Nagpur,5.0,199,95.87,54.51,80.59,3,1,6,42.14,63.42,78.26,69.81,Possession,236,508
LA-00174,Industrial,Uttar Pradesh,Varanasi,19.03,196,52.85,95.18,89.22,2,2,4,36.64,88.14,84.25,82.91,Possession,193,536
LA-01324,Railway,Tamil Nadu,Madurai,8.46,110,100.0,83.1,100.0,1,1,2,26.93,41.98,59.43,77.57,Rehabilitation,289,503
LA-01764,Railway,Maharashtra,Thane,5.0,77,78.76,59.2,77.55,1,1,1,81.65,67.64,75.42,79.57,Valuation,123,494
LA-01138,Railway,Telangana,Hyderabad,11.87,103,89.03,76.77,40.11,2,2,3,42.1,72.69,43.21,52.52,Valuation,598,499
LA-00437,Irrigation,Madhya Pradesh,Indore,13.63,134,86.48,31.15,60.58,4,3,1,32.26,64.34,54.3,55.66,Possession,574,569
LA-01654,Urban Development,Gujarat,Ahmedabad,7.25,49,91.49,54.82,45.78,0,2,1,68.9,92.28,82.24,50.83,Notification,336,416
LA-00381,Urban Development,Telangana,Karimnagar,13.16,100,69.11,80.06,87.07,0,3,3,36.34,66.82,66.02,73.39,Possession,287,437
LA-02350,Irrigation,Madhya Pradesh,Ujjain,6.32,47,76.28,65.08,100.0,1,4,0,38.25,79.67,64.53,79.77,Notification,393,437
LA-01416,Irrigation,Gujarat,Rajkot,5.33,99,92.09,51.34,68.18,3,1,2,84.18,90.31,81.04,62.75,Possession,482,554
LA-00166,Power,Telangana,Karimnagar,5.0,90,98.54,92.83,51.69,3,3,2,90.46,72.26,72.62,73.04,Valuation,526,548
