project_id,project_type,state,district,land_area_hectares,affected_families,documentation_completeness,approval_progress,compensation_progress,legal_dispute_count,pending_notifications,ownership_conflict_count,rehabilitation_progress,stakeholder_responsiveness,department_coordination_score,possession_progress,current_stage,days_elapsed,target_duration_days,delay_status
LA-01170,Railway,Tamil Nadu,Salem,9.22,102,65.13,88.62,89.19,2,2,6,43.09,54.52,62.06,81.89,Rehabilitation,389,555,0
LA-01171,Industrial,Tamil Nadu,Madurai,8.96,63,87.43,37.17,56.39,1,0,1,46.22,64.7,97.65,49.24,Rehabilitation,494,508,1
LA-01172,Urban Development,Maharashtra,Nashik,5.0,107,59.72,47.84,35.51,4,4,3,65.15,47.06,90.22,55.97,Possession,550,579,1
LA-01173,Highway,Karnataka,Mysuru,5.0,1,91.0,77.33,55.76,0,5,1,87.0,89.73,98.8,79.8,Possession,373,544,0
LA-01174,Railway,Karnataka,Bengaluru,5.0,149,89.84,100.0,67.34,7,2,2,78.32,92.49,59.76,85.95,Notification,477,688,1
LA-01175,Highway,Gujarat,Kutch,6.13,54,78.01,59.07,89.07,0,2,2,9.54,75.62,82.56,64.13,Possession,366,488,1
LA-01176,Industrial,Madhya Pradesh,Indore,5.0,102,66.82,62.9,27.51,3,4,1,70.82,50.35,61.12,45.93,Possession,490,596,0
LA-01177,Irrigation,Uttar Pradesh,Kanpur,13.71,116,86.11,13.24,60.1,0,3,3,75.11,90.53,43.24,50.56,Compensation,409,450,0
LA-01178,Industrial,Madhya Pradesh,Ujjain,5.32,96,87.3,64.17,77.69,2,4,2,55.49,83.91,81.26,66.91,Compensation,621,683,0
LA-01179,Railway,Uttar Pradesh,Prayagraj,5.0,54,59.36,84.72,16.49,2,3,1,82.84,41.46,39.81,55.43,Possession,228,438,1
LA-01180,Highway,Telangana,Nizamabad,7.63,117,77.34,48.76,68.82,4,3,3,28.57,71.9,57.37,58.88,Possession,443,635,1
LA-01181,Highway,Madhya Pradesh,Ujjain,43.34,51,69.93,81.42,69.86,1,4,3,85.17,91.8,98.64,78.52,Valuation,400,529,0
LA-01182,Urban Development,Rajasthan,Udaipur,6.9,55,100.0,71.98,83.53,2,1,2,44.86,73.63,75.48,70.07,Valuation,320,509,1
LA-01183,Railway,Rajasthan,Udaipur,16.92,182,89.53,45.31,56.4,3,4,1,74.3,66.96,45.87,72.34,Compensation,338,590,1
LA-01184,Highway,Madhya Pradesh,Gwalior,7.74,55,100.0,49.07,70.95,4,6,0,88.66,75.63,47.33,66.27,Valuation,683,499,1
LA-01185,Highway,Karnataka,Hubballi,6.5,50,49.02,52.94,46.04,0,2,1,30.59,40.77,49.98,45.58,Valuation,520,519,1
LA-01186,Highway,Madhya Pradesh,Ujjain,6.67,47,73.42,39.41,90.35,0,1,0,90.47,86.75,78.98,65.77,Compensation,189,545,0
LA-01187,Industrial,Uttar Pradesh,Varanasi,10.13,43,96.52,93.71,77.34,1,1,1,61.68,39.03,72.13,88.42,Notification,395,465,0
LA-01188,Highway,Tamil Nadu,Chennai,5.0,39,89.36,64.88,88.85,3,1,0,65.31,38.51,42.05,63.39,Possession,489,592,0
LA-01189,Power,Karnataka,Hubballi,38.04,64,99.27,69.48,62.44,0,4,0,82.45,65.03,67.37,64.22,Possession,393,496,0
LA-01190,Urban Development,Rajasthan,Udaipur,6.35,92,69.09,74.03,94.52,1,4,0,69.57,58.26,53.2,80.43,Rehabilitation,268,463,0
LA-01191,Irrigation,Maharashtra,Thane,8.15,82,94.08,91.79,79.31,1,4,4,68.47,61.44,60.37,89.66,Compensation,312,512,0
LA-01192,Industrial,Madhya Pradesh,Ujjain,5.0,101,88.46,64.51,42.24,2,5,2,97.67,83.37,92.67,70.55,Rehabilitation,348,474,0
LA-01193,Irrigation,Tamil Nadu,Salem,7.45,121,100.0,65.66,87.34,3,2,1,61.73,67.91,60.1,74.23,Rehabilitation,216,443,0
LA-01194,Urban Development,Gujarat,Kutch,12.26,38,72.93,89.89,63.97,0,3,1,26.53,65.13,100.0,73.95,Valuation,302,449,0
LA-01195,Industrial,Rajasthan,Jodhpur,8.9,139,44.02,66.24,100.0,3,2,6,82.95,34.62,72.39,81.3,Notification,280,486,1
LA-01196,Urban Development,Karnataka,Mysuru,5.91,71,58.25,53.67,47.96,0,3,2,57.07,76.11,27.55,55.9,Valuation,564,461,1
LA-01197,Railway,Rajasthan,Kota,5.0,149,67.53,77.87,86.76,3,2,2,71.68,96.33,75.46,78.92,Possession,196,468,0
LA-01198,Power,Maharashtra,Nashik,5.0,23,100.0,100.0,73.39,0,1,0,57.57,63.62,61.74,74.82,Rehabilitation,348,488,0
LA-01199,Irrigation,Maharashtra,Aurangabad,7.08,97,77.05,82.26,94.66,5,10,1,63.3,47.63,89.52,81.22,Rehabilitation,392,539,1
LA-01200,Industrial,Madhya Pradesh,Ujjain,13.39,8,55.92,46.38,94.48,0,0,0,58.89,60.73,65.89,55.67,Valuation,266,508,0
LA-01201,Power,Telangana,Hyderabad,6.25,108,69.13,53.99,100.0,0,1,4,32.59,49.28,81.71,68.56,Valuation,446,544,0
LA-01202,Highway,Rajasthan,Ajmer,5.0,111,83.93,71.23,40.95,1,0,0,79.86,95.42,55.46,60.33,Possession,315,443,0
LA-01203,Railway,Rajasthan,Ajmer,12.17,85,80.9,70.25,54.51,4,2,2,59.94,39.41,61.89,56.34,Notification,427,595,1
LA-01204,Urban Development,Rajasthan,Jaipur,5.0,73,61.91,85.52,56.64,2,2,2,56.77,65.99,56.77,71.23,Valuation,146,441,1
LA-01205,Irrigation,Rajasthan,Ajmer,15.04,62,84.81,57.94,78.06,1,3,2,51.56,49.75,68.25,63.77,Rehabilitation,433,586,1
LA-01206,Urban Development,Gujarat,Rajkot,18.17,45,59.53,94.11,54.76,0,6,1,42.2,100.0,88.38,75.76,Notification,353,453,0
LA-01207,Railway,Uttar Pradesh,Prayagraj,5.0,88,87.28,49.09,100.0,2,3,1,55.93,73.34,100.0,71.78,Rehabilitation,371,490,1
LA-01208,Industrial,Rajasthan,Jodhpur,17.4,89,95.43,29.07,34.24,3,3,0,70.32,23.37,60.44,55.51,Rehabilitation,461,569,1
LA-01209,Urban Development,Rajasthan,Ajmer,5.01,123,93.42,84.62,97.17,3,3,4,60.15,100.0,51.63,72.77,Valuation,476,557,0
LA-01210,Urban Development,Karnataka,Mysuru,5.0,84,79.93,66.5,45.73,0,2,2,61.12,82.95,93.89,64.97,Compensation,427,460,0
LA-01211,Industrial,Maharashtra,Nashik,5.0,78,68.87,73.69,40.26,1,5,0,24.63,73.35,66.67,47.1,Rehabilitation,519,540,0
LA-01212,Industrial,Rajasthan,Jaipur,5.0,1,59.21,80.52,57.13,0,1,0,52.53,90.17,54.98,60.5,Notification,267,386,0
LA-01213,Railway,Telangana,Warangal,5.0,89,81.99,61.66,58.07,6,3,0,25.11,29.38,86.02,73.44,Possession,399,708,1
LA-01214,Highway,Rajasthan,Udaipur,6.03,62,28.1,77.67,83.66,2,5,0,72.34,81.47,100.0,79.76,Possession,227,507,0
LA-01215,Urban Development,Gujarat,Kutch,5.0,139,87.31,90.36,14.11,4,3,1,67.94,91.73,33.43,56.13,Possession,595,580,1
LA-01216,Highway,Maharashtra,Aurangabad,5.18,61,66.96,78.42,62.32,1,2,0,31.07,100.0,54.42,74.98,Valuation,414,485,0
LA-01217,Urban Development,Gujarat,Vadodara,36.96,119,100.0,49.02,54.51,1,2,1,21.53,48.25,78.97,58.92,Possession,516,510,0
LA-01218,Industrial,Tamil Nadu,Chennai,5.0,1,72.68,93.24,68.89,0,7,1,28.73,32.52,66.49,67.85,Possession,272,380,1
LA-01219,Industrial,Madhya Pradesh,Gwalior,6.28,73,100.0,95.19,50.41,2,2,1,76.52,60.74,78.38,79.13,Rehabilitation,183,468,0
LA-01220,Irrigation,Maharashtra,Aurangabad,5.0,56,78.94,68.43,69.08,0,4,0,82.63,79.86,58.52,75.52,Valuation,401,527,0
LA-01221,Irrigation,Uttar Pradesh,Kanpur,5.0,56,100.0,74.06,100.0,1,4,1,25.35,54.67,65.04,79.04,Notification,390,456,0
LA-01222,Irrigation,Telangana,Nizamabad,8.34,134,86.56,49.18,73.87,4,1,3,35.45,100.0,86.72,64.09,Valuation,346,541,0
LA-01223,Highway,Gujarat,Kutch,5.0,106,93.77,74.0,69.9,4,2,1,46.46,44.51,85.84,60.73,Possession,313,482,1
LA-01224,Highway,Gujarat,Vadodara,5.0,97,56.03,87.19,91.39,2,3,0,44.16,67.27,97.23,90.9,Valuation,406,562,0
LA-01225,Power,Tamil Nadu,Salem,5.0,75,78.61,68.96,57.16,3,3,0,52.17,71.34,61.6,55.41,Compensation,331,540,0
LA-01226,Highway,Rajasthan,Udaipur,6.63,86,77.79,72.66,100.0,1,2,1,74.88,86.45,90.43,93.54,Possession,421,616,0
LA-01227,Irrigation,Karnataka,Mangaluru,16.04,71,75.66,48.12,26.75,1,2,2,59.24,74.25,89.86,60.71,Rehabilitation,424,517,0
LA-01228,Urban Development,Tamil Nadu,Tiruchirappalli,6.52,34,94.69,95.7,39.84,0,4,0,39.86,67.11,73.51,60.21,Compensation,373,431,0
LA-01229,Power,Telangana,Warangal,5.0,72,63.6,54.63,63.17,1,6,0,21.32,100.0,100.0,66.24,Rehabilitation,496,441,1
LA-01230,Urban Development,Uttar Pradesh,Kanpur,7.27,57,100.0,80.13,76.39,0,2,0,47.72,79.54,75.53,69.92,Compensation,365,484,0
LA-01231,Urban Development,Uttar Pradesh,Agra,7.63,98,96.19,65.06,94.11,3,7,3,68.78,48.77,51.93,79.91,Compensation,466,550,1
LA-01232,Urban Development,Tamil Nadu,Salem,8.75,51,57.77,80.85,88.78,0,1,3,69.64,95.66,67.45,68.55,Valuation,397,561,0
LA-01233,Power,Maharashtra,Nashik,5.0,59,95.11,51.31,78.2,1,3,1,48.05,71.95,97.76,66.08,Rehabilitation,434,496,0
LA-01234,Power,Rajasthan,Jaipur,16.21,97,71.07,67.26,62.5,0,1,0,55.68,100.0,62.73,70.25,Valuation,345,518,0
LA-01235,Urban Development,Telangana,Nizamabad,22.64,57,100.0,94.87,75.97,1,2,0,89.17,73.15,88.89,85.24,Possession,460,510,0
LA-01236,Urban Development,Gujarat,Surat,5.0,93,100.0,58.1,64.95,1,2,1,44.45,73.89,56.28,68.9,Rehabilitation,444,482,0
LA-01237,Power,Gujarat,Ahmedabad,5.0,37,67.64,96.33,63.34,1,2,1,25.26,87.37,55.94,65.49,Valuation,253,418,0
LA-01238,Industrial,Telangana,Hyderabad,9.9,95,99.77,66.74,59.99,4,2,3,61.99,90.36,75.1,68.78,Notification,392,613,0
LA-01239,Irrigation,Madhya Pradesh,Jabalpur,5.02,50,100.0,45.31,81.2,0,0,1,16.65,89.14,94.09,66.53,Notification,414,533,1
LA-01240,Urban Development,Gujarat,Vadodara,19.11,39,91.04,58.28,0.0,0,3,0,100.0,56.59,48.25,59.56,Rehabilitation,228,449,1
LA-01241,Urban Development,Karnataka,Mangaluru,5.56,97,64.72,75.35,100.0,1,2,4,90.51,82.0,56.27,73.05,Notification,264,415,1
LA-01242,Railway,Uttar Pradesh,Varanasi,18.16,97,65.92,42.18,35.62,2,3,2,51.05,100.0,54.59,39.88,Notification,511,425,1
LA-01243,Railway,Karnataka,Mysuru,8.42,191,65.06,69.78,42.95,3,1,6,100.0,57.8,81.59,56.28,Notification,442,578,1
LA-01244,Urban Development,Madhya Pradesh,Ujjain,5.0,68,87.05,45.58,92.57,0,4,1,71.75,76.09,56.09,84.7,Valuation,424,525,0
LA-01245,Power,Gujarat,Rajkot,9.67,104,79.62,85.34,74.71,3,3,2,58.69,72.49,80.51,77.41,Valuation,524,584,0
LA-01246,Power,Gujarat,Surat,5.0,34,53.39,91.83,50.65,0,4,0,47.66,46.71,65.01,63.9,Notification,248,467,0
LA-01247,Irrigation,Telangana,Nizamabad,5.0,178,87.47,39.61,45.41,4,1,2,94.1,84.89,94.34,65.3,Rehabilitation,650,652,1
LA-01248,Industrial,Madhya Pradesh,Ujjain,7.0,45,58.04,40.48,56.12,1,1,0,84.14,71.17,84.54,58.49,Notification,507,600,0
LA-01249,Power,Maharashtra,Pune,5.0,53,83.57,55.69,78.23,2,2,0,33.41,70.31,73.67,65.41,Possession,429,441,0
LA-01250,Irrigation,Tamil Nadu,Madurai,6.78,132,55.79,100.0,44.61,2,1,0,62.63,100.0,54.05,75.55,Compensation,524,515,0
LA-01251,Railway,Madhya Pradesh,Gwalior,6.71,84,86.82,71.54,44.62,5,6,4,100.0,93.97,65.74,79.7,Rehabilitation,448,589,0
LA-01252,Urban Development,Gujarat,Rajkot,15.38,93,77.75,78.45,95.98,2,2,3,66.34,94.1,89.38,72.36,Valuation,597,620,0
LA-01253,Industrial,Maharashtra,Thane,23.94,104,54.61,63.68,69.62,1,2,2,44.49,78.39,68.37,70.67,Notification,258,451,0
LA-01254,Urban Development,Karnataka,Hubballi,8.8,142,100.0,100.0,34.73,4,3,2,42.96,39.98,87.27,78.86,Notification,420,606,1
LA-01255,Urban Development,Karnataka,Mangaluru,5.47,72,96.06,88.45,68.07,2,2,1,88.57,82.6,84.57,79.26,Possession,314,495,0
LA-01256,Irrigation,Uttar Pradesh,Varanasi,20.93,123,76.27,84.73,33.6,2,2,2,23.9,83.34,76.41,50.62,Possession,483,571,0
LA-01257,Industrial,Madhya Pradesh,Jabalpur,20.93,76,74.82,78.26,22.34,1,4,0,73.1,69.71,86.15,59.92,Rehabilitation,289,442,0
LA-01258,Power,Uttar Pradesh,Prayagraj,8.6,86,61.79,73.15,44.62,3,0,1,63.86,94.79,67.46,65.86,Notification,532,617,1
LA-01259,Industrial,Maharashtra,Nagpur,11.0,168,81.29,67.83,52.68,2,3,4,18.16,97.87,73.18,46.4,Notification,529,588,1
LA-01260,Industrial,Madhya Pradesh,Bhopal,7.46,107,63.67,55.56,53.26,3,1,3,16.33,64.81,72.45,56.09,Compensation,363,554,0
LA-01261,Industrial,Tamil Nadu,Tiruchirappalli,7.99,40,97.45,90.89,54.97,0,3,0,57.02,100.0,71.14,83.14,Possession,163,429,0
LA-01262,Highway,Karnataka,Mysuru,5.0,79,92.63,43.99,35.28,2,1,1,66.19,47.72,71.71,58.47,Compensation,471,479,1
LA-01263,Highway,Telangana,Nizamabad,5.0,118,99.97,50.25,40.06,3,3,0,73.46,56.02,67.62,69.38,Notification,470,599,0
LA-01264,Urban Development,Rajasthan,Udaipur,9.41,81,54.25,77.79,80.1,4,1,2,68.38,63.97,71.56,80.53,Compensation,409,594,1
LA-01265,Irrigation,Madhya Pradesh,Ujjain,15.12,144,70.51,45.55,50.58,4,1,5,53.24,88.42,81.91,57.07,Compensation,425,542,1
LA-01266,Railway,Madhya Pradesh,Gwalior,8.38,125,68.65,76.56,48.6,3,2,2,98.34,33.98,73.52,69.27,Valuation,442,602,0
LA-01267,Railway,Madhya Pradesh,Jabalpur,9.33,38,88.13,84.62,45.92,2,2,0,39.29,36.67,79.22,68.89,Valuation,408,531,0
LA-01268,Railway,Madhya Pradesh,Bhopal,16.35,66,62.36,63.23,85.79,1,1,5,31.68,41.7,70.81,49.93,Possession,433,508,1
LA-01269,Irrigation,Rajasthan,Jaipur,7.69,113,82.45,67.31,57.35,2,7,3,100.0,74.02,94.91,71.89,Notification,536,561,0
LA-01270,Highway,Uttar Pradesh,Prayagraj,11.66,63,69.66,78.78,30.22,1,1,1,54.94,87.61,83.78,56.19,Notification,274,472,0
LA-01271,Urban Development,Gujarat,Vadodara,5.0,30,99.24,68.86,42.04,0,0,1,24.07,54.23,62.9,63.86,Compensation,337,466,0
LA-01272,Urban Development,Tamil Nadu,Salem,16.14,81,92.09,100.0,67.06,1,2,2,27.04,69.82,75.73,72.55,Possession,362,476,0
LA-01273,Irrigation,Uttar Pradesh,Kanpur,18.16,181,67.44,90.63,92.34,3,2,2,48.31,76.44,29.26,88.47,Possession,266,667,1
LA-01274,Irrigation,Telangana,Warangal,8.36,40,94.4,28.81,62.29,1,5,1,7.89,69.98,73.83,59.9,Possession,495,453,1
LA-01275,Railway,Gujarat,Kutch,5.0,81,100.0,78.3,64.7,3,1,1,39.84,100.0,94.14,76.46,Rehabilitation,332,473,0
LA-01276,Industrial,Gujarat,Kutch,5.28,122,84.01,67.61,29.44,3,2,1,42.12,100.0,34.8,59.63,Compensation,410,580,0
LA-01277,Industrial,Rajasthan,Udaipur,15.41,89,71.57,47.01,77.34,4,2,3,37.87,89.49,47.19,62.65,Notification,517,554,0
LA-01278,Power,Uttar Pradesh,Agra,8.86,37,45.21,92.92,35.12,0,4,0,82.12,70.82,52.16,62.52,Notification,330,500,1
LA-01279,Highway,Madhya Pradesh,Gwalior,10.88,63,92.61,82.42,21.01,2,1,1,65.07,90.79,69.88,61.34,Possession,389,466,0
LA-01280,Highway,Tamil Nadu,Madurai,5.0,138,85.4,60.84,56.6,3,1,2,30.53,66.75,86.26,64.01,Possession,618,688,0
LA-01281,Irrigation,Rajasthan,Ajmer,21.69,60,55.22,49.51,75.72,0,3,2,48.12,57.46,86.53,60.17,Compensation,306,407,1
LA-01282,Railway,Karnataka,Belagavi,5.0,17,94.25,72.02,100.0,0,0,1,42.99,50.82,76.93,71.22,Possession,395,566,0
LA-01283,Irrigation,Tamil Nadu,Coimbatore,5.0,75,71.34,70.36,61.96,1,1,1,100.0,38.52,84.05,78.72,Rehabilitation,580,626,0
LA-01284,Industrial,Madhya Pradesh,Gwalior,5.7,123,79.92,72.48,92.19,4,1,2,62.67,53.44,61.27,79.08,Compensation,269,585,0
LA-01285,Irrigation,Telangana,Nizamabad,8.42,41,71.05,82.4,40.07,0,6,0,51.26,49.63,96.04,74.49,Rehabilitation,351,403,0
LA-01286,Railway,Rajasthan,Ajmer,5.0,57,78.53,80.35,91.59,0,3,1,46.32,55.67,100.0,68.8,Valuation,338,461,1
LA-01287,Highway,Karnataka,Mysuru,5.0,21,69.77,80.14,96.31,1,4,0,66.02,74.21,72.46,84.96,Possession,154,508,0
LA-01288,Industrial,Telangana,Warangal,16.3,82,86.64,79.88,45.3,3,7,1,50.83,83.02,45.21,53.26,Valuation,459,590,1
LA-01289,Power,Rajasthan,Udaipur,7.82,131,69.45,32.55,29.23,1,2,4,48.05,97.98,57.18,38.3,Notification,548,498,0
LA-01290,Railway,Telangana,Karimnagar,8.14,103,36.29,47.7,65.04,0,3,2,54.14,61.45,81.56,57.29,Valuation,392,506,0
LA-01291,Power,Tamil Nadu,Salem,8.52,96,90.39,86.04,88.69,5,4,0,41.23,84.94,72.78,87.91,Compensation,408,577,1
LA-01292,Irrigation,Gujarat,Vadodara,5.0,45,85.99,73.2,61.04,0,2,0,76.58,75.58,56.1,67.59,Notification,361,355,0
LA-01293,Power,Rajasthan,Jaipur,7.07,135,43.79,100.0,79.23,5,4,1,62.47,68.23,83.85,60.31,Valuation,515,591,1
LA-01294,Irrigation,Uttar Pradesh,Lucknow,5.0,218,73.56,67.56,77.6,5,3,7,83.45,71.4,78.64,78.7,Rehabilitation,483,635,1
LA-01295,Power,Tamil Nadu,Madurai,10.78,104,81.39,54.61,78.8,1,3,2,59.39,42.88,34.72,53.77,Compensation,343,625,1
LA-01296,Irrigation,Karnataka,Hubballi,5.93,66,73.6,62.99,34.86,0,5,1,95.09,96.11,68.06,45.31,Notification,667,563,0
LA-01297,Industrial,Maharashtra,Nagpur,8.98,125,61.77,73.56,49.94,3,1,2,41.42,47.27,83.28,62.27,Possession,399,512,1
LA-01298,Railway,Rajasthan,Kota,18.75,90,91.2,89.15,92.84,3,1,2,43.81,59.94,66.97,82.62,Compensation,479,617,0
LA-01299,Irrigation,Uttar Pradesh,Varanasi,5.0,112,100.0,82.15,54.12,2,2,1,93.28,30.55,96.46,100.0,Notification,221,506,0
LA-01300,Industrial,Karnataka,Belagavi,5.0,58,58.2,40.02,46.35,3,1,0,34.34,77.39,50.67,32.14,Valuation,258,451,1
LA-01301,Railway,Tamil Nadu,Salem,5.0,49,50.96,71.19,62.94,0,4,1,61.34,88.38,100.0,66.62,Possession,389,468,0
LA-01302,Urban Development,Telangana,Hyderabad,12.86,69,66.81,90.55,74.87,2,3,1,84.75,55.64,61.88,85.91,Notification,259,556,1
LA-01303,Railway,Tamil Nadu,Coimbatore,5.51,80,100.0,91.91,35.17,0,3,2,58.76,87.38,62.02,72.73,Compensation,318,476,0
LA-01304,Irrigation,Karnataka,Hubballi,5.0,83,75.3,87.94,66.53,2,3,2,63.68,15.31,100.0,89.35,Possession,363,551,0
LA-01305,Power,Telangana,Nizamabad,5.0,66,87.31,80.81,29.78,0,4,0,47.15,69.11,63.79,56.37,Rehabilitation,255,444,1
LA-01306,Irrigation,Uttar Pradesh,Varanasi,12.12,52,64.22,65.89,54.61,1,2,2,70.17,84.17,52.9,52.27,Valuation,182,405,1
LA-01307,Railway,Gujarat,Surat,17.75,178,80.72,66.86,39.28,4,3,4,25.35,68.31,88.05,68.58,Valuation,472,604,1
LA-01308,Power,Karnataka,Bengaluru,6.47,135,100.0,79.46,84.07,2,1,0,34.93,62.71,90.98,88.18,Valuation,401,609,0
LA-01309,Railway,Telangana,Hyderabad,10.93,96,95.16,83.11,42.32,3,3,2,35.64,76.03,64.71,62.7,Notification,452,671,0
LA-01310,Highway,Uttar Pradesh,Prayagraj,9.02,51,35.41,97.85,56.17,0,4,3,40.63,74.57,76.41,52.87,Notification,484,425,0
LA-01311,Highway,Telangana,Khammam,10.82,114,93.89,65.97,92.2,2,2,1,25.86,36.88,90.38,78.73,Notification,427,618,0
LA-01312,Highway,Karnataka,Mangaluru,5.0,125,92.82,54.76,54.1,7,5,5,33.29,38.71,75.13,48.51,Valuation,631,698,1
LA-01313,Highway,Telangana,Nizamabad,5.63,64,100.0,88.48,70.53,5,1,1,100.0,68.07,36.12,82.81,Valuation,521,571,0
LA-01314,Railway,Karnataka,Belagavi,5.0,61,95.64,20.06,38.15,3,3,0,52.95,27.38,74.3,54.26,Valuation,460,497,0
LA-01315,Railway,Rajasthan,Jaipur,23.8,106,66.63,87.05,76.39,1,5,1,40.28,40.73,56.22,66.47,Notification,465,470,1
LA-01316,Power,Tamil Nadu,Madurai,8.58,82,66.06,1.91,100.0,1,1,0,27.88,38.56,56.94,60.28,Rehabilitation,353,496,1
LA-01317,Industrial,Karnataka,Mangaluru,5.0,26,85.75,77.98,58.09,1,1,0,54.74,83.1,79.68,71.37,Rehabilitation,286,455,0
LA-01318,Railway,Rajasthan,Ajmer,7.16,109,86.26,65.48,26.89,2,4,2,37.84,98.37,58.52,57.2,Possession,455,578,1
LA-01319,Industrial,Telangana,Khammam,8.85,33,39.28,67.93,59.04,1,3,0,73.68,100.0,76.89,80.31,Possession,369,498,1
LA-01320,Irrigation,Tamil Nadu,Salem,5.27,43,83.0,40.88,86.78,0,2,1,49.33,40.62,65.0,73.33,Possession,383,457,0
LA-01321,Railway,Maharashtra,Aurangabad,5.74,56,100.0,48.42,62.79,1,3,0,60.54,45.88,96.93,76.92,Compensation,326,495,0
LA-01322,Irrigation,Telangana,Nizamabad,5.0,44,100.0,69.19,92.43,0,2,0,50.89,80.12,84.77,82.64,Valuation,355,485,0
LA-01323,Irrigation,Gujarat,Ahmedabad,5.7,35,90.2,68.22,82.3,1,2,1,68.47,57.11,83.0,71.84,Possession,169,524,0
LA-01324,Railway,Tamil Nadu,Madurai,8.46,110,100.0,83.1,100.0,1,1,2,26.93,41.98,59.43,77.57,Rehabilitation,289,503,0
LA-01325,Urban Development,Gujarat,Vadodara,11.77,120,100.0,79.38,66.87,1,4,0,73.8,11.68,69.15,69.5,Rehabilitation,500,619,0
LA-01326,Irrigation,Gujarat,Vadodara,10.15,93,64.29,100.0,51.95,3,4,2,84.62,98.57,100.0,76.97,Compensation,499,617,0
LA-01327,Urban Development,Madhya Pradesh,Indore,5.0,123,94.9,46.13,52.31,4,3,3,100.0,47.37,69.54,58.75,Possession,349,518,0
LA-01328,Irrigation,Madhya Pradesh,Gwalior,5.31,119,92.57,81.03,72.67,5,3,2,58.24,80.19,54.87,68.7,Possession,446,471,0
LA-01329,Industrial,Telangana,Warangal,5.0,17,70.89,38.4,100.0,2,0,1,2.77,52.01,97.54,56.33,Valuation,161,351,1
LA-01330,Power,Telangana,Karimnagar,13.49,52,89.9,73.95,39.37,1,3,0,77.99,100.0,33.06,70.53,Valuation,227,497,0
LA-01331,Irrigation,Maharashtra,Aurangabad,5.0,155,76.73,35.75,77.08,3,1,1,56.7,34.61,81.73,69.88,Valuation,354,611,1
LA-01332,Urban Development,Karnataka,Hubballi,11.89,19,100.0,61.39,100.0,1,0,0,100.0,65.87,40.15,77.25,Possession,331,417,1
LA-01333,Irrigation,Telangana,Warangal,9.6,86,100.0,100.0,100.0,2,1,1,55.77,36.73,50.42,85.38,Notification,321,594,1
LA-01334,Railway,Rajasthan,Kota,5.83,90,61.58,67.6,29.61,2,4,0,63.25,61.28,77.29,60.37,Notification,454,571,0
LA-01335,Power,Uttar Pradesh,Prayagraj,5.0,143,80.25,68.03,46.53,5,5,5,89.41,100.0,52.56,58.92,Rehabilitation,320,550,0
LA-01336,Irrigation,Uttar Pradesh,Kanpur,8.81,105,71.36,45.01,76.91,2,4,1,88.81,56.55,58.72,63.38,Compensation,616,619,0
LA-01337,Highway,Rajasthan,Jaipur,6.7,86,65.14,73.15,71.38,3,1,0,40.19,69.1,21.79,63.89,Possession,457,615,0
LA-01338,Highway,Rajasthan,Jaipur,5.0,120,100.0,77.32,98.13,1,2,0,48.55,50.01,76.92,91.4,Compensation,284,551,0
LA-01339,Irrigation,Rajasthan,Udaipur,9.24,68,100.0,79.17,65.28,1,1,3,55.85,51.07,67.52,83.17,Notification,239,610,1
LA-01340,Railway,Maharashtra,Nashik,5.0,80,64.91,92.47,69.89,0,0,1,35.16,80.27,85.97,79.98,Notification,364,545,0
LA-01341,Industrial,Madhya Pradesh,Jabalpur,13.83,86,89.13,49.71,67.15,1,2,2,43.22,56.58,47.11,60.54,Rehabilitation,353,517,1
LA-01342,Irrigation,Uttar Pradesh,Agra,12.64,68,85.61,75.01,100.0,1,1,0,26.91,72.02,87.06,74.68,Rehabilitation,190,495,0
LA-01343,Power,Gujarat,Rajkot,10.96,101,75.74,48.1,64.15,4,1,2,35.22,82.33,95.33,51.77,Notification,438,533,1
LA-01344,Railway,Gujarat,Rajkot,7.35,65,74.78,68.8,72.47,5,2,2,59.99,65.33,66.01,67.07,Rehabilitation,256,415,0
LA-01345,Highway,Uttar Pradesh,Kanpur,5.0,51,55.21,25.67,30.86,1,2,2,75.65,85.86,69.91,38.39,Valuation,598,583,0
LA-01346,Irrigation,Telangana,Hyderabad,5.0,84,64.12,72.44,66.61,3,3,2,31.67,80.85,76.77,55.57,Notification,428,431,0
LA-01347,Power,Madhya Pradesh,Gwalior,7.5,132,53.54,72.54,51.2,2,2,3,99.36,59.19,57.58,76.85,Rehabilitation,450,579,0
LA-01348,Railway,Gujarat,Surat,6.06,58,81.44,100.0,14.4,1,2,1,56.9,82.16,77.76,55.53,Rehabilitation,367,504,1
LA-01349,Power,Maharashtra,Thane,8.63,139,77.51,86.81,54.61,2,4,3,92.15,94.14,48.83,69.08,Valuation,344,545,0
LA-01350,Industrial,Telangana,Nizamabad,5.0,1,51.11,68.86,74.94,0,3,1,55.15,76.61,58.41,70.55,Compensation,366,444,0
LA-01351,Railway,Gujarat,Kutch,7.65,45,76.07,48.41,63.12,1,2,3,62.13,100.0,64.5,54.79,Possession,283,478,0
LA-01352,Highway,Karnataka,Belagavi,5.0,138,62.09,86.73,64.53,4,3,1,66.5,56.2,63.08,75.78,Compensation,389,598,1
LA-01353,Railway,Tamil Nadu,Chennai,7.12,69,86.79,78.86,29.42,1,2,0,56.84,65.66,31.99,62.67,Valuation,516,545,1
